MJD & Phase & Instrument & Telescope & Filter & AB Mag & 1sig Error & DMag & Ref & Note \\
57987.319 & 4.790 & WFC3/IR & HST & F110W & 18.43 & 0.03 &  0 &\citeauthor{troja2017x}&*,R\\
57987.358 & 4.829 & Sinistro & LCO 1m & r & 20.69 & 0.33 & -0.62 & \citeauthor{arcavi2017optical}&*\\
57987.359 & 4.830 &  -  & KMTNet-SSO & I & 19.52 & 0.13 &  0 &\citeauthor{troja2017x}&*\\
57987.359 & 4.830 &  -  & KMTNet-SSO & R & 20.33 & 0.05 & 0 & \citeauthor{troja2017x}&*\\
57987.382 & 4.853 & Skymapper & Skymapper & r & $>$20.51 & - & 0 & \citeauthor{andreoni2017}&*\\
57987.383 & 4.854 & Skymapper & Skymapper & g & $>$20.60 & - & 0 & \citeauthor{andreoni2017}&*\\
57987.394 & 4.865 & Skymapper & Skymapper & r & $>$20.47 & - & 0 & \citeauthor{andreoni2017}&*\\
57987.395 & 4.866 & Skymapper & Skymapper & g & $>$20.66 & - & 0 & \citeauthor{andreoni2017}&*\\
57987.452 & 4.923 & WFC3/IR & HST & F160W & 18.06 & 0.03 & 0 & \citeauthor{tanvir2017emergence}&R\\
57987.452 & 4.923 & WFC3/IR & HST & F160W & 18.12 & 0.03 & 0 & \citeauthor{troja2017x}&R\\
57987.452 & 4.923 & WFC3/IR & HST & F160W & 18.09 & 0.03 & 0 & this paper&*,A\\
57987.475 & 4.946 & UVOT & Swift & U & $>$20.85 & - & 0 & \citeauthor{evans2017swift}&*\\
57987.482 & 4.953 & UVOT & Swift & M2 & $>$22.47 & - & 0 & \citeauthor{evans2017swift}&*\\
57987.490 & 4.961 & zadko & zadko & r & 20.23 & 0.23 & 0.0 & \citeauthor{andreoni2017}&*,O\\
57987.709 & 5.180 & SIRIUS & IRSF & H & 17.94 & 0.05 & 0 & \citeauthor{utsumi2017j}&*\\
57987.709 & 5.180 & SIRIUS & IRSF & J & 18.31 & 0.06 & 0 & \citeauthor{utsumi2017j}&*\\
57987.709 & 5.180 & SIRIUS & IRSF & Ks & 17.68 & 0.04 & 0 & \citeauthor{utsumi2017j}&*\\
57987.719 & 5.190 &  -  & KMTNet-SAAO & I & 19.68 & 0.10 & 0 & \citeauthor{troja2017x}&*\\
57987.719 & 5.190 &  -  & KMTNet-SAAO & R & 20.64 & 0.07 & 0 & \citeauthor{troja2017x}&*\\
57987.849 & 5.320 & WFC3/UVIS & HST & F336W & 24.97 & 0.11 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57987.849 & 5.320 & WFC3/UVIS & HST & F336W & 25.05 & 0.11 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57987.879 & 5.350 & WFC3/UVIS & HST & F336W & 25.18 & 0.11 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57987.969 & 5.440 & FORS & VLT & r & 20.39 & 0.03 & 0 & \citeauthor{tanvir2017emergence}&*\\
57987.971 & 5.442 & LDSS & Magellan & z & 19.08 & 0.12 & 0 & \citeauthor{drout2017light}&*\\
57987.975 & 5.446 & DECam & Blanco/CTIO & Y & 18.83 & 0.18 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57987.977 & 5.448 & DECam & Blanco/CTIO & z & 19.17 & 0.11 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57987.979 & 5.450 & DECam & Blanco/CTIO & i & 19.55 & 0.18 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57987.983 & 5.454 & DECam & Blanco/CTIO & r & 20.79 & 0.24 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57987.990 & 5.461 & OmegaCam & VST & g & 22.51 & 0.12 & 0 & \citeauthor{pian2017spectroscopic}&*\\
57987.990 & 5.461 & DECam & Blanco/CTIO & g & 22.03 & 0.42 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57988.002 & 5.473 &  E2V 4kx4k ccd & Swope & i & 20.27 & 0.12 & 0 & \citeauthor{SwopeDiscovery}&*,O\\
57988.020 & 5.491 & XS & VLT & r & 20.74 & 0.03 & 0 & \citeauthor{pian2017spectroscopic}&*\\
57988.020 & 5.491 & XS & VLT & z & 19.16 & 0.03 & 0 & \citeauthor{pian2017spectroscopic}&*\\
57988.234 & 5.705 & GFC & Pan-STARRS & y & 18.95 & 0.44 & 0 & \citeauthor{smartt2017kilonova}&*\\
57988.359 & 5.830 &  -  & KMTNet-SSO & R & 20.95 & 0.07 & 0 & \citeauthor{troja2017x}&*\\
57988.369 & 5.840 &  -  & KMTNet-SSO & I & 19.99 & 0.14 & 0 & \citeauthor{troja2017x}&*\\
57988.438 & 5.909 &  UVOT & Swift & B & $>$19.50 & - & 0 & \citeauthor{evans2017swift}&*\\
57988.445 & 5.916 &  UVOT & Swift & V & $>$18.54 & - & 0 & \citeauthor{evans2017swift}&*\\
57988.481 & 5.952 & zadko & zadko & r & $>$20.60 & - & 0.0 & \citeauthor{andreoni2017}&*\\
57988.729 & 6.200 &  -  & KMTNet-SAAO & I & 20.31 & 0.11 &  0 &\citeauthor{troja2017x}&*\\
57988.729 & 6.200 & SIRIUS & IRSF & H & 18.12 & 0.04 &  0 &\citeauthor{utsumi2017j}&*\\
57988.729 & 6.200 & SIRIUS & IRSF & H & 18.60 & 0.18 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57988.729 & 6.200 & SIRIUS & IRSF & J & 18.36 & 0.05 & 0 & \citeauthor{utsumi2017j}&*\\
57988.729 & 6.200 & SIRIUS & IRSF & J & 18.65 & 0.19 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57988.729 & 6.200 & SIRIUS & IRSF & Ks & 17.69 & 0.03 & 0 & \citeauthor{utsumi2017j}&*\\
57988.729 & 6.200 & SIRIUS & IRSF & Ks & 18.01 & 0.10 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57988.970 & 6.441 & OmegaCam & VST & i & 20.33 & 0.09 & 0 & \citeauthor{pian2017spectroscopic}&*\\
57988.974 & 6.445 & DECam & Blanco/CTIO & Y & 19.06 & 0.31 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57988.979 & 6.450 & VISIR & VLT & J8.9 & $>$8.26 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57988.980 & 6.451 & FORS2 & VLT & I & 20.14 & 0.07 & 0 & \citeauthor{pian2017spectroscopic}&*\\
57988.980 & 6.451 & OmegaCam & VST & r & 21.31 & 0.07 & 0 & \citeauthor{pian2017spectroscopic}&*\\
57988.980 & 6.451 & FORS2 & VLT & z & 19.63 & 0.04 &  0 &\citeauthor{pian2017spectroscopic}&*\\
57988.985 & 6.456 & DECam & Blanco/CTIO & r & 20.95 & 0.35 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57988.989 & 6.460 & VIRCAM & VISTA & Ks & 17.84 & 0.03 &  0 &\citeauthor{tanvir2017emergence}&*\\
57988.996 & 6.467 & DECam & Blanco/CTIO & g & 22.08 & 0.52 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57988.999 & 6.470 & VIRCAM & VISTA & Y & 18.71 & 0.04 & 0 & \citeauthor{tanvir2017emergence}&*\\
57988.999 & 6.470 & VIRCAM & VISTA & J & 18.74 & 0.04 &  0 &\citeauthor{tanvir2017emergence}&*\\
57989.000 & 6.471 & FORS2 & VLT & R & 21.27 & 0.11 & 0 & \citeauthor{pian2017spectroscopic}&*\\
57989.020 & 6.491 & FORS2 & VLT & B & 23.81 & 0.25 & 0 & \citeauthor{pian2017spectroscopic}&*\\
57989.020 & 6.491 & FORS2 & VLT & V & 22.36 & 0.16 & 0 & \citeauthor{pian2017spectroscopic}&*\\
57989.230 & 6.701 & GFC & Pan-STARRS & y & 19.31 & 0.43 & 0 & \citeauthor{smartt2017kilonova}&*\\
57989.234 & 6.705 & LRIS & Keck-I & I & 20.83 & 0.09 & 0 & \citeauthor{drout2017light}&*\\
57989.235 & 6.706 & LRIS & Keck-I & g & $>$22.20 & - & 0 & \citeauthor{drout2017light}&*\\
57989.369 & 6.840 &  -  & KMTNet-SSO & I & 20.39 & 0.12 &  0 &\citeauthor{troja2017x}&*\\
57989.699 & 7.170 & SIRIUS & IRSF & H & 18.51 & 0.05 & 0 & \citeauthor{utsumi2017j}&*\\
57989.699 & 7.170 & SIRIUS & IRSF & H & 18.53 & 0.17 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57989.699 & 7.170 & SIRIUS & IRSF & J & 18.95 & 0.32 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57989.699 & 7.170 & SIRIUS & IRSF & J & 18.98 & 0.08 & 0 & \citeauthor{utsumi2017j}&*\\
57989.699 & 7.170 & SIRIUS & IRSF & Ks & 17.95 & 0.04 & 0 & \citeauthor{utsumi2017j}&*\\
57989.699 & 7.170 & SIRIUS & IRSF & Ks & 18.02 & 0.12 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57989.729 & 7.200 &  -  & KMTNet-SAAO & I & 20.89 & 0.13 & 0 & \citeauthor{troja2017x}&*\\
57989.769 & 7.240 & WFC3/IR & HST & F110W & 19.06 & 0.01 & 0 & \citeauthor{tanvir2017emergence}&R\\
57989.769 & 7.240 & WFC3/IR & HST & F110W & 19.37 & 0.04 & 0 & \citeauthor{troja2017x}&*,R\\
57989.966 & 7.437 & FLAMINGOS-2 & Gemini-S & H & 18.79 & 0.14 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57989.969 & 7.440 & ANDICAM & 1.3m/CTIO & K & 18.06 & 0.17 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57989.970 & 7.441 & LDSS & Magellan & z & 19.87 & 0.07 & 0 & \citeauthor{drout2017light}&*\\
57989.973 & 7.444 & DECam & Blanco/CTIO & Y & 19.44 & 0.05 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57989.979 & 7.450 & VIRCAM & VISTA & Ks & 17.95 & 0.04 & 0 & \citeauthor{tanvir2017emergence}&*\\
57989.979 & 7.450 & DECam & Blanco/CTIO & z & 19.89 & 0.05 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57989.982 & 7.453 & DECam & Blanco/CTIO & i & 20.54 & 0.05 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57989.983 & 7.454 & GROND & LaSilla & H & 18.74 & 0.06 & 0 & \citeauthor{smartt2017kilonova}&*\\
57989.983 & 7.454 & GROND & LaSilla & J & 19.26 & 0.28 & 0 & \citeauthor{smartt2017kilonova}&*\\
57989.983 & 7.454 & GROND & LaSilla & K & 18.04 & 0.12 & -0.36 & \citeauthor{smartt2017kilonova}&*\\
57989.983 & 7.454 & GROND & LaSilla & g & $>$20.50 & - & 0 & \citeauthor{smartt2017kilonova}&*\\
57989.983 & 7.454 & GROND & LaSilla & i & $>$20.50 & - & 0 & \citeauthor{smartt2017kilonova}&*\\
57989.983 & 7.454 & GROND & LaSilla & r & $>$20.60 & - & 0 & \citeauthor{smartt2017kilonova}&*\\
57989.983 & 7.454 & GROND & LaSilla & z & $>$19.70 & - & 0 & \citeauthor{smartt2017kilonova}&*\\
57989.987 & 7.458 & DECam & Blanco/CTIO & r & 21.23 & 0.11 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57989.989 & 7.460 & VIRCAM & VISTA & J & 19.07 & 0.08 & 0 & \citeauthor{tanvir2017emergence}&*\\
57989.990 & 7.461 &  E2V 4kx4k ccd & Swope & i & 21.42 & 0.18 & 0 & \citeauthor{SwopeDiscovery}&*,O\\
57989.996 & 7.467 &  -  & RC-1000 & r & $>$21.00 & - & 0 & \citeauthor{pozanenko2017grb170817a}&*\\
57989.997 & 7.468 & DECam & Blanco/CTIO & g & 23.28 & 0.34 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57989.999 & 7.470 & VIRCAM & VISTA & Y & 19.24 & 0.07 & 0 & \citeauthor{tanvir2017emergence}&*\\
57990.004 & 7.475 &  Alta U47+ & Prompt5 & r & $>$20.89 & - & 0 & \citeauthor{valenti2017discovery}&*\\
57990.030 & 7.501 & LDSS & Magellan & B & 23.85 & 0.31 &  0 &\citeauthor{drout2017light}&*\\
57990.039 & 7.510 & GMOS & Gemini-S & i & 20.91 & 0.03 &  0 &\citeauthor{troja2017x}&*\\
57990.039 & 7.510 & GMOS & Gemini-S & r & 21.74 & 0.04 &  0 &\citeauthor{troja2017x}&*\\
57990.229 & 7.700 & HSC & Subaru & z & 20.21 & 0.04 & 0 & \citeauthor{utsumi2017j}&*\\
57990.230 & 7.701 & GFC & Pan-STARRS & y & $>$18.90 & - & 0 & \citeauthor{smartt2017kilonova}&*\\
57990.585 & 8.056 & WFC3/UVIS & HST & F606W & 22.49 & 0.17 & 0 & \citeauthor{troja2017x}&*\\
57990.645 & 8.116 & WFC3/UVIS & HST & F475W & 23.14 & 0.02 &  0 &\citeauthor{tanvir2017emergence}&R\\
57990.645 & 8.116 & WFC3/UVIS & HST & F475W &  23.66 & 0.42 &  0 &\citeauthor{troja2017x}&R\\
57990.645 & 8.116 & WFC3/UVIS & HST & F475W &  23.14 & 0.02 &  0 & this paper &*,A\\
57990.968 & 8.439 & GROND & LaSilla & H & 19.26 & 0.26 & 0 & \citeauthor{smartt2017kilonova}&*\\
57990.968 & 8.439 & GROND & LaSilla & J & 19.64 & 0.11 & 0 & \citeauthor{smartt2017kilonova}&*\\
57990.968 & 8.439 & GROND & LaSilla & K & 18.35 & 0.16 &  -0.51 &\citeauthor{smartt2017kilonova}&*\\
57990.968 & 8.439 & GROND & LaSilla & g & $>$22.20 & - & 0 & \citeauthor{smartt2017kilonova}&*\\
57990.968 & 8.439 & GROND & LaSilla & i & $>$21.10 & - & 0 & \citeauthor{smartt2017kilonova}&*\\
57990.968 & 8.439 & GROND & LaSilla & r & $>$21.70 & - &  0 &\citeauthor{smartt2017kilonova}&*\\
57990.968 & 8.439 & GROND & LaSilla & z & $>$21.50 & - & 0 & \citeauthor{smartt2017kilonova}&*\\
57990.972 & 8.443 & VIMOS & VLT & z & 20.28 & 0.03 & 0 & \citeauthor{tanvir2017emergence}&*\\
57990.972 & 8.443 & LDSS & Magellan & z & 20.40 & 0.07 &  0 &\citeauthor{drout2017light}&*\\
57990.973 & 8.444 & DECam & Blanco/CTIO & Y & 20.06 & 0.07 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57990.979 & 8.450 & ANDICAM & 1.3m/CTIO & K & 18.44 & 0.18 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57990.979 & 8.450 & VIRCAM & VISTA & Ks & 18.25 & 0.03 & 0 & \citeauthor{tanvir2017emergence}&*\\
57990.979 & 8.450 & VIRCAM & VISTA & J & 19.69 & 0.09 & 0 & \citeauthor{tanvir2017emergence}&*\\
57990.980 & 8.451 & EFOSC2 & NTT & g & $>$21.00 & - & 0 & \citeauthor{smartt2017kilonova}&*\\
57990.980 & 8.451 & EFOSC2 & NTT & i & $>$21.10 & - & 0 & \citeauthor{smartt2017kilonova}&*\\
57990.980 & 8.451 & EFOSC2 & NTT & r & $>$21.40 & - & 0 & \citeauthor{smartt2017kilonova}&*\\
57990.980 & 8.451 & EFOSC2 & NTT & z & $>$20.40 & - & 0 & \citeauthor{smartt2017kilonova}&*\\
57990.980 & 8.451 & FLAMINGOS-2 & Gemini-S & H & 19.22 & 0.18 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57990.983 & 8.454 & DECam & Blanco/CTIO & z & 20.40 & 0.06 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57990.988 & 8.459 & DECam & Blanco/CTIO & i & 20.72 & 0.06 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57990.989 & 8.460 & VIRCAM & VISTA & Y & 19.67 & 0.09 &  0 &\citeauthor{tanvir2017emergence}&*\\
57990.989 & 8.460 & VIMOS & VLT & r & 21.75 & 0.05 & 0 & \citeauthor{tanvir2017emergence}&*\\
57990.990 & 8.461 & FORS2 & VLT & I & 21.13 & 0.12 & 0 & \citeauthor{pian2017spectroscopic}&*\\
57990.990 & 8.461 & FORS2 & VLT & z & 20.61 & 0.09 &  0 &\citeauthor{pian2017spectroscopic}&*\\
57990.997 & 8.468 & DECam & Blanco/CTIO & r & 21.95 & 0.18 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57991.000 & 8.471 & FORS2 & VLT & R & 22.50 & 0.24 &  0 &\citeauthor{pian2017spectroscopic}&*\\
57991.004 & 8.475 &  Alta U47+ & Prompt5 & r & $>$20.37 & - & 0 & \citeauthor{valenti2017discovery}&*\\
57991.010 & 8.481 & FORS2 & VLT & V & 23.15 & 0.26 &  0 &\citeauthor{pian2017spectroscopic}&*\\
57991.034 & 8.505 & LDSS & Magellan & g & $>$22.64 & - &  0 &\citeauthor{drout2017light}&*\\
57991.709 & 9.180 & SIRIUS & IRSF & H & 18.83 & 0.23 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57991.709 & 9.180 & SIRIUS & IRSF & H & 18.90 & 0.09 & 0 & \citeauthor{utsumi2017j}&*\\
57991.709 & 9.180 & SIRIUS & IRSF & J & $>$18.87 & - &  0 &\citeauthor{kasliwal2017illuminating}&*\\
57991.709 & 9.180 & SIRIUS & IRSF & J & 19.32 & 0.08 & 0 & \citeauthor{utsumi2017j}&o\\
57991.709 & 9.180 & SIRIUS & IRSF & Ks & 18.25 & 0.21 &  0 &\citeauthor{kasliwal2017illuminating}&*\\
57991.709 & 9.180 & SIRIUS & IRSF & Ks & 18.34 & 0.06 &  0 &\citeauthor{utsumi2017j}&*\\
57991.956 & 9.427 & WFC3/IR & HST & F160W & 19.60 & 0.06 & 0 & \citeauthor{tanvir2017emergence}&R\\
57991.956 & 9.427 & WFC3/IR & HST & F160W & 19.77 &  0.07 & 0 & \citeauthor{troja2017x}&*,R\\
57991.959 & 9.430 & FLAMINGOS-2 & Gemini-S & H & 19.62 & 0.15 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&R\\
57991.959 & 9.430 & FLAMINGOS-2 & Gemini-S & H & 19.68 & 0.08 & 0 & \citeauthor{kasliwal2017illuminating}&R\\
57991.959 & 9.430 & FLAMINGOS-2 & Gemini-S & H & 19.67 & 0.08 & 0 & this paper &*,A\\
57991.959 & 9.430 & FLAMINGOS-2 & Gemini-S & J & 20.57 & 0.20 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57991.959 & 9.430 & FLAMINGOS-2 & Gemini-S & Ks & 18.50 & 0.08 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57991.969 & 9.440 & ANDICAM & 1.3m/CTIO & K & 18.43 & 0.17 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57991.969 & 9.440 & GROND & LaSilla & H & 19.66 & 0.14 & 0 & \citeauthor{smartt2017kilonova}&*\\
57991.969 & 9.440 & GROND & LaSilla & J & 20.23 & 0.10 & 0 & \citeauthor{smartt2017kilonova}&*\\
57991.969 & 9.440 & GROND & LaSilla & K & 18.46 & 0.20 & -0.57 & \citeauthor{smartt2017kilonova}&*\\
57991.974 & 9.445 & VIMOS & VLT & z & 20.85 & 0.04 & 0 & \citeauthor{tanvir2017emergence}&*\\
57991.974 & 9.445 & DECam & Blanco/CTIO & Y & 20.78 & 0.11 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57991.979 & 9.450 & VIRCAM & VISTA & Ks & 18.49 & 0.05 &  0 &\citeauthor{tanvir2017emergence}&*\\
57991.979 & 9.450 & VIRCAM & VISTA & J & 20.06 & 0.14 & 0 & \citeauthor{tanvir2017emergence}&*\\
57991.989 & 9.460 & VIRCAM & VISTA & Y & 20.09 & 0.14 & 0 & \citeauthor{tanvir2017emergence}&*\\
57991.989 & 9.460 &  Alta U47+ & Prompt5 & r & $>$19.90 & - & 0 & \citeauthor{valenti2017discovery}&*\\
57991.989 & 9.460 & VIMOS & VLT & r & 22.20 & 0.04 &  0 &\citeauthor{tanvir2017emergence}&*\\
57991.991 & 9.462 & FORS & VLT & z & 20.69 & 0.11 & 0 & \citeauthor{tanvir2017emergence}&*\\
57991.994 & 9.465 & DECam & Blanco/CTIO & z & 21.19 & 0.07 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57992.000 & 9.471 & DECam & Blanco/CTIO & i & 21.37 & 0.06 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57992.099 & 9.570 & NICFPS & APO & Ks & $>$17.99 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57992.119 & 9.590 & WHIRC & Palomar5m & Ks & $>$17.64 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57992.282 & 9.753 & WFC3/IR & HST & F110W & 20.57 & 0.04 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57992.296 & 9.767 & WFC3/IR & HST & F160W & 19.89 & 0.04 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57992.348 & 9.819 & WFC3/UVIS1 & HST & F336W & 26.92 & 0.27 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57992.433 & 9.904 & ACS/WFC & HST & F475W & 23.95 & 0.06 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57992.498 & 9.969 & ACS/WFC & HST & F625W & 22.88 & 0.07 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57992.561 & 10.032 & ACS/WFC & HST & F775W & 22.35 & 0.08 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57992.573 & 10.044 & ACS/WFC & HST & F850W & 21.53 & 0.05 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57992.959 & 10.430 & FLAMINGOS-2 & Gemini-S & Ks & 18.77 & 0.07 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57992.969 & 10.440 & FLAMINGOS-2 & Gemini-S & H & 19.63 & 0.08 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57992.969 & 10.440 & FLAMINGOS-2 & Gemini-S & J & 21.33 & 0.30 &  0 &\citeauthor{kasliwal2017illuminating}&*\\
57992.969 & 10.440 & ANDICAM & 1.3m/CTIO & K & 18.91 & 0.19 & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57992.975 & 10.446 & DECam & Blanco/CTIO & Y & 21.67 & 0.21 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&*\\
57992.975 & 10.446 & EFOSC2 & NTT & J & 21.02 & 0.22 &  0 &\citeauthor{smartt2017kilonova}&*\\
57992.978 & 10.449 & FLAMINGOS-2 & Gemini-S & Ks & 18.43 & 0.25 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57992.979 & 10.450 & VIRCAM & VISTA & Ks & 18.74 & 0.06 &  0 &\citeauthor{tanvir2017emergence}&*\\
57992.980 & 10.451 & FORS2 & VLT & z & 22.01 & 0.21 &  0 &\citeauthor{pian2017spectroscopic}&*\\
57992.981 & 10.452 & FLAMINGOS-2 & Gemini-S & H & 20.04 & 0.15 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57992.987 & 10.458 & DECam & Blanco/CTIO & z & 22.06 & 0.13 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57992.989 & 10.460 & VIRCAM & VISTA & J & 20.94 & 0.35 &  0 &\citeauthor{tanvir2017emergence}&*\\
57992.989 & 10.460 & VIMOS & VLT & r & 22.45 & 0.07 & 0 & \citeauthor{tanvir2017emergence}&*\\
57992.990 & 10.461 & FORS2 & VLT & I & 22.05 & 0.29 &  0 &\citeauthor{pian2017spectroscopic}&*\\
57993.000 & 10.471 & DECam & Blanco/CTIO & i & 22.38 & 0.10 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&*\\
57993.010 & 10.481 & FORS2 & VLT & R & 23.38 & 0.28 & 0 & \citeauthor{pian2017spectroscopic}&*\\
57993.010 & 10.481 & FORS2 & VLT & V & 23.76 & 0.28 &  0 &\citeauthor{pian2017spectroscopic}&*\\
57993.016 & 10.487 & GROND & LaSilla & H & 20.17 & 0.34 & 0 & \citeauthor{smartt2017kilonova}&*\\
57993.016 & 10.487 & GROND & LaSilla & K & 18.71 & 0.22 & -0.79 & \citeauthor{smartt2017kilonova}&*\\
57993.079 & 10.550 & WFC3/IR & HST & F110W & 20.82 & 0.02 & 0 & \citeauthor{tanvir2017emergence}&R\\
57993.079 & 10.550 & WFC3/IR & HST & F110W & 21.37 & 0.12 & 0 & \citeauthor{troja2017x}&*,R\\
57993.148 & 10.619 & WFC3/IR & HST & F160W & 20.28 & 0.09 & 0 & \citeauthor{tanvir2017emergence}&R\\
57993.148 & 10.619 & WFC3/IR & HST & F160W & 20.45 & 0.10 & 0 & \citeauthor{troja2017x}&R\\
57993.148 & 10.619 & WFC3/IR & HST & F160W & 20.36 & 0.09 & 0 & this paper & *,A\\
57993.387 & 10.858 & Skymapper & Skymapper & r & $>$19.36 & - & 0.0 & \citeauthor{andreoni2017}&*\\
57993.388 & 10.859 & Skymapper & Skymapper & g & $>$19.53 & - & 0.0 & \citeauthor{andreoni2017}&*\\
57993.400 & 10.871 & Skymapper & Skymapper & r & $>$19.39 & - & 0.0 & \citeauthor{andreoni2017}&*\\
57993.401 & 10.872 & Skymapper & Skymapper & g & $>$19.50 & - & 0.0 & \citeauthor{andreoni2017}&*\\
57993.699 & 11.170 & SIRIUS & IRSF & H & $>$18.43 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57993.699 & 11.170 & SIRIUS & IRSF & H & 19.53 & 0.21 & 0 & \citeauthor{utsumi2017j}&*\\
57993.699 & 11.170 & SIRIUS & IRSF & J & $>$18.37 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57993.699 & 11.170 & SIRIUS & IRSF & Ks & $>$18.48 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57993.699 & 11.170 & SIRIUS & IRSF & Ks & 18.64 & 0.12 & 0 & \citeauthor{utsumi2017j}&*\\
57993.814 & 11.285 & WFC3/UVIS & HST & F606W & 23.77 & 0.38 & 0 & \citeauthor{troja2017x}&*\\
57993.829 & 11.300 & WFC3/UVIS & HST & F475W & 24.08 & 0.05 & 0 & \citeauthor{tanvir2017emergence}&R\\
57993.829 & 11.300 & WFC3/UVIS & HST & F475W & 24.75 & 0.69 & 0 & \citeauthor{troja2017x}&R\\
57993.829 & 11.300 & WFC3/UVIS & HST & F475W & 24.08 & 0.05 & 0 & this paper&*,A\\
57993.940 & 11.411 & WFC3/UVIS & HST & F475W & 23.96 & 0.05 & 0 & \citeauthor{tanvir2017emergence}&R\\
57993.940 & 11.411 & WFC3/UVIS & HST & F475W & 24.55 & 0.64 & 0 & \citeauthor{troja2017x}&R\\
57993.940 & 11.411 & WFC3/UVIS & HST & F475W & 23.96 & 0.05 & 0 & this paper &*,A\\
57993.957 & 11.428 & WFC3/UVIS & HST & F814W & 22.32 & 0.02&  0 &\citeauthor{tanvir2017emergence}&R\\
57993.957 & 11.428 & WFC3/UVIS & HST & F814W & 22.58 & 0.34 &  0 &\citeauthor{troja2017x}&R\\
57993.957 & 11.428 & WFC3/UVIS & HST & F814W & 22.32 & 0.02 &  0 &this paper&*,A\\
57993.960 & 11.431 & EFOSC2 & NTT & H & 20.05 & 0.20 & 0 & \citeauthor{smartt2017kilonova}&*\\
57993.968 & 11.439 & WFC3/UVIS & HST & F606W & 23.66 & 0.36 & 0 & \citeauthor{troja2017x}&R\\
57993.968 & 11.439 & WFC3/UVIS & HST & F606W & 23.09 & 0.03 & 0 & \citeauthor{tanvir2017emergence}&R\\
57993.968 & 11.439 & WFC3/UVIS & HST & F606W & 23.09 & 0.03 & 0 & this paper&*,A\\
